t,v,obs_n,obs_d,obs_x,obs_y,obs_r,dyn_d,mode,scale,reason,fgm_en,fgm_ang,path_n,path_age,override,aeb,ttc,steer,cmd_v,scan_age,obs_age
117.021,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.243,0,0,-1.000,21.40,3.32,0.0392,0.0112
117.042,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.264,0,0,-1.000,21.40,3.32,0.0366,0.0030
117.061,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.283,0,0,-1.000,21.40,3.32,0.0299,0.0020
117.082,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.303,0,0,-1.000,21.40,3.32,0.0505,0.0226
117.101,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.323,0,0,-1.000,21.40,3.32,0.0458,0.0148
117.121,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.343,0,0,-1.000,21.40,3.32,0.0400,0.0110
117.141,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.363,0,0,-1.000,21.40,3.32,0.0358,0.0035
117.162,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.383,0,0,-1.000,21.40,3.32,0.0300,0.0029
117.182,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.404,0,0,-1.000,21.40,3.32,0.0269,0.0236
117.201,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.423,0,0,-1.000,21.40,3.32,0.0461,0.0144
117.221,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.443,0,0,-1.000,21.40,3.32,0.0405,0.0133
117.241,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.463,0,0,-1.000,21.40,3.32,0.0362,0.0072
117.262,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.483,0,0,-1.000,21.40,3.32,0.0305,0.0042
117.282,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.503,0,0,-1.000,21.40,3.32,0.0265,0.0237
117.301,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.523,0,0,-1.000,21.40,3.32,0.0462,0.0177
117.321,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.543,0,0,-1.000,21.40,3.32,0.0406,0.0135
117.341,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.563,0,0,-1.000,21.40,3.32,0.0365,0.0064
117.365,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.586,0,0,-1.000,21.40,3.32,0.0324,0.0038
117.381,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.603,0,0,-1.000,21.40,3.32,0.0268,0.0207
117.401,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.623,0,0,-1.000,21.40,3.32,0.0468,0.0175
117.421,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.643,0,0,-1.000,21.40,3.32,0.0411,0.0136
117.441,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.663,0,0,-1.000,21.40,3.32,0.0368,0.0069
117.461,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.683,0,0,-1.000,21.40,3.32,0.0298,0.0043
117.482,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.703,0,0,-1.000,21.40,3.32,0.0274,0.0249
117.501,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.723,0,0,-1.000,21.40,3.32,0.0470,0.0151
117.521,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.743,0,0,-1.000,21.40,3.32,0.0413,0.0137
117.541,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.763,0,0,-1.000,21.40,3.32,0.0371,0.0047
117.561,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.783,0,0,-1.000,21.40,3.32,0.0302,0.0036
117.582,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.803,0,0,-1.000,21.40,3.32,0.0276,0.0241
117.601,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.823,0,0,-1.000,21.40,3.32,0.0474,0.0154
117.621,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.843,0,0,-1.000,21.40,3.32,0.0415,0.0130
117.641,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.863,0,0,-1.000,21.40,3.32,0.0372,0.0055
117.661,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.883,0,0,-1.000,21.40,3.32,0.0316,0.0036
117.682,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.904,0,0,-1.000,21.40,3.32,0.0284,0.0246
117.702,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.923,0,0,-1.000,21.40,3.32,0.0477,0.0142
117.722,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.944,0,0,-1.000,21.40,3.32,0.0428,0.0133
117.741,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.963,0,0,-1.000,21.40,3.32,0.0363,0.0049
117.762,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,35.983,0,0,-1.000,21.40,3.32,0.0321,0.0045
117.782,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.003,0,0,-1.000,21.40,3.32,0.0276,0.0248
117.801,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.023,0,0,-1.000,21.40,3.32,0.0472,0.0175
117.821,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.043,0,0,-1.000,21.40,3.32,0.0422,0.0149
117.841,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.063,0,0,-1.000,21.40,3.32,0.0373,0.0075
117.862,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.083,0,0,-1.000,21.40,3.32,0.0315,0.0051
117.881,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.103,0,0,-1.000,21.40,3.32,0.0275,0.0245
117.901,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.123,0,0,-1.000,21.40,3.32,0.0474,0.0161
117.922,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.143,0,0,-1.000,21.40,3.32,0.0431,0.0081
117.941,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.163,0,0,-1.000,21.40,3.32,0.0346,0.0071
117.961,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.183,0,0,-1.000,21.40,3.35,0.0327,0.0038
117.982,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.203,0,0,-1.000,21.40,3.32,0.0273,0.0239
118.001,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.223,0,0,-1.000,21.40,3.32,0.0473,0.0157
118.021,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.243,0,0,-1.000,21.40,3.32,0.0420,0.0123
118.042,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.263,0,0,-1.000,21.40,3.32,0.0375,0.0088
118.062,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.283,0,0,-1.000,21.40,3.32,0.0307,0.0044
118.081,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.303,0,0,-1.000,21.40,3.32,0.0272,0.0240
118.102,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.323,0,0,-1.000,21.40,3.32,0.0474,0.0199
118.121,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.343,0,0,-1.000,21.40,3.32,0.0432,0.0158
118.145,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.366,0,0,-1.000,21.40,3.32,0.0422,0.0135
118.161,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.383,0,0,-1.000,21.40,3.32,0.0332,0.0036
118.182,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.403,0,0,-1.000,21.40,3.32,0.0295,0.0006
118.201,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.423,0,0,-1.000,21.40,3.32,0.0493,0.0204
118.221,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.443,0,0,-1.000,21.40,3.32,0.0436,0.0162
118.241,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.463,0,0,-1.000,21.40,3.32,0.0394,0.0129
118.262,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.484,0,0,-1.000,21.40,3.32,0.0363,0.0058
118.283,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.504,0,0,-1.000,21.40,3.32,0.0289,0.0021
118.301,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.523,0,0,-1.000,21.40,3.32,0.0476,0.0208
118.321,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.543,0,0,-1.000,21.40,3.32,0.0451,0.0153
118.341,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.563,0,0,-1.000,21.40,3.32,0.0361,0.0113
118.363,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.584,0,0,-1.000,21.40,3.32,0.0370,0.0068
118.381,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.603,0,0,-1.000,21.40,3.32,0.0297,0.0029
118.402,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.623,0,0,-1.000,21.40,3.32,0.0501,0.0233
118.421,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.643,0,0,-1.000,21.40,3.32,0.0456,0.0158
118.442,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.663,0,0,-1.000,21.40,3.32,0.0399,0.0118
118.462,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.684,0,0,-1.000,21.40,3.32,0.0366,0.0080
118.481,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.703,0,0,-1.000,21.40,3.32,0.0300,0.0272
118.502,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.724,0,0,-1.000,21.40,3.32,0.0507,0.0190
118.522,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.743,0,0,-1.000,21.40,3.32,0.0424,0.0164
118.541,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.763,0,0,-1.000,21.40,3.32,0.0403,0.0130
118.562,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.784,0,0,-1.000,21.40,3.32,0.0370,0.0009
118.581,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.803,0,0,-1.000,21.40,3.32,0.0293,0.0197
118.602,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.824,0,0,-1.000,21.40,3.32,0.0253,0.0156
118.621,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.843,0,0,-1.000,21.40,3.32,0.0446,0.0091
118.642,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.863,0,0,-1.000,21.40,3.32,0.0405,0.0293
118.662,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.884,0,0,-1.000,21.40,3.32,0.0372,0.0060
118.682,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.904,0,0,-1.000,21.40,3.32,0.0316,0.0021
118.702,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.924,0,0,-1.000,21.40,3.32,0.0517,0.0222
118.721,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.943,0,0,-1.000,21.40,3.32,0.0468,0.0162
118.741,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.963,0,0,-1.000,21.40,3.32,0.0410,0.0111
118.764,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,36.985,0,0,-1.000,21.40,3.32,0.0397,0.0089
118.782,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.003,0,0,-1.000,21.40,3.32,0.0315,0.0046
118.804,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.026,0,0,-1.000,21.40,3.32,0.0300,0.0274
118.822,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.043,0,0,-1.000,21.40,3.32,0.0472,0.0168
118.841,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.063,0,0,-1.000,21.40,3.32,0.0413,0.0132
118.862,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.084,0,0,-1.000,21.40,3.32,0.0380,0.0028
118.881,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.103,0,0,-1.000,21.40,3.32,0.0314,0.0030
118.901,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.123,0,0,-1.000,21.40,3.32,0.0273,0.0232
118.921,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.143,0,0,-1.000,21.40,3.32,0.0471,0.0137
118.942,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.163,0,0,-1.000,21.40,3.32,0.0420,0.0136
118.961,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.183,0,0,-1.000,21.40,3.32,0.0375,0.0332
118.981,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.203,0,0,-1.000,21.40,3.32,0.0300,0.0094
119.001,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.223,0,0,-1.000,21.40,3.32,0.0275,0.0075
119.022,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.243,0,0,-1.000,21.40,3.32,0.0477,0.0142
119.041,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.263,0,0,-1.000,21.40,3.32,0.0417,0.0074
119.062,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.283,0,0,-1.000,21.40,3.32,0.0381,0.0018
119.082,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.303,0,0,-1.000,21.40,3.32,0.0322,0.0015
119.101,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.323,0,0,-1.000,21.40,3.32,0.0266,0.0212
119.121,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.343,0,0,-1.000,21.40,3.32,0.0467,0.0190
119.142,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.363,0,0,-1.000,21.40,3.32,0.0428,0.0151
119.161,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.383,0,0,-1.000,21.40,3.32,0.0384,0.0039
119.181,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.403,0,0,-1.000,21.40,3.32,0.0339,0.0026
119.201,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.423,0,0,-1.000,21.40,3.32,0.0273,0.0228
119.221,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.443,0,0,-1.000,21.40,3.32,0.0474,0.0162
119.241,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.463,0,0,-1.000,21.40,3.32,0.0431,0.0140
119.262,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.483,0,0,-1.000,21.40,3.32,0.0313,0.0119
119.281,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.503,0,0,-1.000,21.40,3.32,0.0300,0.0007
119.301,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.523,0,0,-1.000,21.40,3.32,0.0278,0.0005
119.321,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.543,0,0,-1.000,21.40,3.32,0.0477,0.0204
119.342,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.563,0,0,-1.000,21.40,3.32,0.0447,0.0156
119.362,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.583,0,0,-1.000,21.40,3.32,0.0373,0.0038
119.382,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.603,0,0,-1.000,21.40,3.32,0.0344,0.0064
119.401,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.623,0,0,-1.000,21.40,3.32,0.0289,0.0010
119.421,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.643,0,0,-1.000,21.40,3.32,0.0487,0.0209
119.441,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.663,0,0,-1.000,21.40,3.32,0.0449,0.0165
119.462,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.683,0,0,-1.000,21.40,3.32,0.0394,0.0127
119.481,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.703,0,0,-1.000,21.40,3.32,0.0351,0.0045
119.501,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.723,0,0,-1.000,21.40,3.32,0.0294,0.0020
119.522,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.743,0,0,-1.000,21.40,3.32,0.0496,0.0222
119.541,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.763,0,0,-1.000,21.40,3.32,0.0454,0.0135
119.561,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.783,0,0,-1.000,21.40,3.32,0.0352,0.0122
119.581,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.803,0,0,-1.000,21.40,3.32,0.0353,0.0052
119.602,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.823,0,0,-1.000,21.40,3.32,0.0285,0.0028
119.621,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.843,0,0,-1.000,21.40,3.32,0.0483,0.0225
119.655,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.876,0,0,-1.000,21.40,3.32,0.0591,0.0287
119.675,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.896,0,0,-1.000,21.40,3.32,0.0534,0.0188
119.681,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.903,0,0,-1.000,21.40,3.32,0.0342,0.0039
119.701,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.923,0,0,-1.000,21.40,3.32,0.0301,0.0012
119.722,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.943,0,0,-1.000,21.40,3.32,0.0261,0.0215
119.741,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.963,0,0,-1.000,21.40,3.32,0.0460,0.0189
119.762,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,37.983,0,0,-1.000,21.40,3.32,0.0419,0.0113
119.781,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.003,0,0,-1.000,21.40,3.32,0.0361,0.0052
119.801,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.023,0,0,-1.000,21.40,3.32,0.0293,0.0036
119.821,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.043,0,0,-1.000,21.40,3.32,0.0262,0.0235
119.841,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.063,0,0,-1.000,21.40,3.32,0.0462,0.0193
119.861,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.083,0,0,-1.000,21.40,3.32,0.0424,0.0137
119.882,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.103,0,0,-1.000,21.40,3.32,0.0366,0.0059
119.901,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.123,0,0,-1.000,21.40,3.32,0.0319,0.0257
119.921,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.143,0,0,-1.000,21.40,3.32,0.0266,0.0190
119.941,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.163,0,0,-1.000,21.40,3.32,0.0464,0.0189
119.962,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.183,0,0,-1.000,21.40,3.32,0.0427,0.0145
119.982,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.203,0,0,-1.000,21.40,3.32,0.0370,0.0041
120.001,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.223,0,0,-1.000,21.40,3.32,0.0306,0.0026
120.021,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.243,0,0,-1.000,21.40,3.35,0.0269,0.0228
120.041,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.263,0,0,-1.000,21.40,3.35,0.0468,0.0186
120.061,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.283,0,0,-1.000,21.40,3.32,0.0407,0.0092
120.082,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.304,0,0,-1.000,21.40,3.32,0.0364,0.0097
120.101,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.323,0,0,-1.000,21.40,3.32,0.0329,0.0017
120.121,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.343,0,0,-1.000,21.40,3.32,0.0271,0.0217
120.141,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.363,0,0,-1.000,21.40,3.32,0.0471,0.0163
120.161,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.383,0,0,-1.000,21.40,3.32,0.0422,0.0115
120.182,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.403,0,0,-1.000,21.40,3.32,0.0374,0.0058
120.201,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.423,0,0,-1.000,21.40,3.32,0.0331,0.0012
120.221,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.443,0,0,-1.000,21.40,3.32,0.0274,0.0214
120.241,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.463,0,0,-1.000,21.40,3.32,0.0471,0.0189
120.262,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.483,0,0,-1.000,21.40,3.32,0.0436,0.0153
120.281,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.503,0,0,-1.000,21.40,3.32,0.0374,0.0110
120.301,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.523,0,0,-1.000,21.40,3.32,0.0334,0.0037
120.322,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.543,0,0,-1.000,21.40,3.32,0.0274,0.0240
120.341,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.563,0,0,-1.000,21.40,3.32,0.0470,0.0192
120.361,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.583,0,0,-1.000,21.40,3.32,0.0436,0.0148
120.381,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.603,0,0,-1.000,21.40,3.32,0.0372,0.0091
120.401,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.623,0,0,-1.000,21.40,3.32,0.0336,0.0017
120.422,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.643,0,0,-1.000,21.40,3.35,0.0277,0.0006
120.441,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.663,0,0,-1.000,21.40,3.32,0.0470,0.0200
120.462,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.683,0,0,-1.000,21.40,3.32,0.0439,0.0149
120.481,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.703,0,0,-1.000,21.40,3.35,0.0371,0.0113
120.501,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.723,0,0,-1.000,21.40,3.32,0.0340,0.0041
120.522,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.743,0,0,-1.000,21.40,3.32,0.0279,0.0006
120.541,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.763,0,0,-1.000,21.40,3.32,0.0473,0.0200
120.562,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.783,0,0,-1.000,21.40,3.35,0.0432,0.0149
120.581,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.803,0,0,-1.000,21.40,3.35,0.0375,0.0093
120.601,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.823,0,0,-1.000,21.40,3.32,0.0342,0.0019
120.622,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.843,0,0,-1.000,21.40,3.32,0.0270,0.0011
120.641,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.863,0,0,-1.000,21.40,3.32,0.0467,0.0208
120.661,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.883,0,0,-1.000,21.40,3.32,0.0436,0.0138
120.682,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.903,0,0,-1.000,21.40,3.32,0.0391,0.0120
120.701,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.923,0,0,-1.000,21.40,3.32,0.0346,0.0072
120.721,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.943,0,0,-1.000,21.40,3.32,0.0302,0.0021
120.741,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.963,0,0,-1.000,21.40,3.32,0.0503,0.0222
120.761,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,38.983,0,0,-1.000,21.40,3.32,0.0439,0.0175
120.782,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.004,0,0,-1.000,21.40,3.32,0.0384,0.0010
120.801,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.023,0,0,-1.000,21.40,3.32,0.0348,0.0061
120.821,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.043,0,0,-1.000,21.40,3.32,0.0306,0.0020
120.842,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.063,0,0,-1.000,21.40,3.32,0.0513,0.0226
120.862,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.083,0,0,-1.000,21.40,3.32,0.0457,0.0184
120.881,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.103,0,0,-1.000,21.40,3.32,0.0407,0.0099
120.902,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.124,0,0,-1.000,21.40,3.32,0.0360,0.0088
120.921,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.143,0,0,-1.000,21.40,3.32,0.0310,0.0024
120.942,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.164,0,0,-1.000,21.40,3.32,0.0263,0.0235
120.961,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.183,0,0,-1.000,21.40,3.32,0.0454,0.0164
120.981,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.203,0,0,-1.000,21.40,3.32,0.0412,0.0093
121.002,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.223,0,0,-1.000,21.40,3.32,0.0355,0.0062
121.021,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.243,0,0,-1.000,21.40,3.32,0.0312,0.0021
121.042,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.263,0,0,-1.000,21.40,3.32,0.0258,0.0226
121.061,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.283,0,0,-1.000,21.40,3.32,0.0455,0.0136
121.081,0.000,0,,,,,,GLOBAL,1.000,clear,0,20.7,127,39.303,0,0,-1.000,21.40,3.32,0.0411,0.0117
